wohnung,zimmergröße,personen,car,buildings,stock,bus,bed,fire,rauchen,zweck_wg,keine_zweck_wg,beruf_wg,gemischt_wg,studenten_wg,frauen_wg,azubi_wg,straße,aufzug,balkon,fahrradkeller,garten,gartenmitbenutzung,haustiere,keller,spülmaschine,terrasse,waschmaschine,dielen,fliesen,fußbodenheizung,laminat,parkett,pvc,teppich,badewanne,dusche,kabel,ablösevereinbarung,satellit,status,dauer,PLZ,m2_pro_pers
120.0,25.0,3.0,gute parkmöglichkeiten,sanierter altbau,2,3.0,möbliert,no_info_or_rare,keine_angabe,0,0,1,0,0,0,1,staufenstrasse,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0.0,0,unbefristet,0.0,60323,40.0
