,diff
842,-179.52576476399713
843,-228.35806467117152
844,93.71688816208427
845,-12.362640684730906
846,-21.36825206109711
847,29.111523065175334
848,-38.104343320900796
849,-27.035105644685416
850,4.641104592496504
851,182.18235543172136
852,-16.383758576867592
853,-52.383280267921236
854,46.91759951732416
855,172.1436717300577
856,31.32313859581774
857,36.32878040401346
858,11.999259747659607
859,62.53156763579835
860,-29.35150498121277
861,-28.837777165880198
862,-263.40775493870456
863,-259.8984694558704
864,-100.92770056301748
865,81.32153483990567
866,-61.79689000178496
867,0.8312934377283341
868,-59.29689775486486
869,18.596005467979296
870,13.997093375568284
871,-35.51222907831732
872,-16.220908916661415
873,-75.19183367767533
874,46.59451510652775
875,137.32077615194783
876,-11.056540649099702
877,-0.02447531610994247
878,-33.03810336721284
879,160.75151849453033
880,-37.89310478718289
881,123.52741939359214
882,110.73514346058937
883,14.772610946673012
884,-154.93754481725665
885,-0.10026806784594555
886,-59.570343093989436
887,15.87105736986581
888,-152.08302674153026
889,72.20015098226031
890,0.6039941670903204
891,0.41342783358606994
892,16.16777058225381
893,8.389850295696988
894,92.98708963223817
895,-110.07098527946414
896,-222.01350949465512
897,-44.52324420445092
898,13.197388887459965
899,-0.10026806784594555
900,72.94261236815112
901,-6.800725442632029
902,-0.09957936733792394
903,44.470764220291926
904,-138.79325021335052
905,-28.242640204978613
906,-24.50474557688733
907,-45.38559023519679
908,40.10076802596825
909,71.76623620154521
910,-190.34424468906332
911,-55.96388892620439
912,102.29599762088492
913,70.16725834653869
914,48.317175048889624
915,38.46684733933449
916,16.530598837180264
917,-290.7156158375811
918,49.975266317303806
919,-53.2247803308519
920,70.17478362260965
921,22.205007748895696
922,19.120627639509735
923,32.53866325446904
924,89.9081572417038
925,-42.50115483936003
926,50.830877143181226
927,24.381821402221647
928,-1.442829391422606
929,57.44223883539786
930,-2.8981016410388065
931,89.75442560871431
932,-120.30733390211265
933,112.68219486311818
934,20.112483494611524
935,82.41948112737367
936,-44.2487760985199
937,34.77850662760767
938,-89.80880038811381
939,-24.042519418047277
940,39.9866199937797
941,-37.207794420440905
942,34.28444889535666
943,-404.0439078140239
944,134.84833588012964
945,78.99394938864543
946,-14.518600887253342
947,43.874103162261804
948,-8.186149361342189
949,-106.72903170882205
950,-27.13197058338301
951,-402.2135001811077
952,-2.793804404594198
953,18.63205432345319
954,27.625890823613133
955,-93.157897959607
956,-63.12330696067369
957,88.65082448059462
958,-0.10026806784594555
959,81.6838898980684
960,-47.44484032888158
961,139.91499284215502
962,30.384727138428275
963,2.3753629305981576
964,41.70779302212571
965,33.79089031477014
966,-155.80101619546065
967,133.7525025500193
968,-72.93964490235567
969,-7.8666226470105585
970,145.16754552813558
971,24.029333965214164
972,59.17630869849074
973,18.18699563977941
974,-45.64206259976572
975,-4.16411112122114
976,-21.4383620066003
977,-5.571833122409828
978,39.500229644781825
979,8.54713666647416
980,-16.11984666112238
981,104.24125267750298
982,100.4896245466748
983,22.386649253823634
984,-40.3188933868617
985,39.93215707648221
986,56.15833563508659
987,-56.79577836447339
988,261.54188286527176
989,129.96254778893308
990,-27.87312871197281
991,-0.7619054320124974
992,111.46436090799625
993,-17.455803911945395
994,-78.3295697323673
995,111.45070392085336
996,92.87620928154035
997,-11.957537313550802
998,38.37672040800862
999,-24.660632776674788
1000,30.9643195304522
1001,17.094587757034788
1002,5.708278384002142
1003,-18.730667521265445
1004,-66.00889932615758
1005,157.50390355648585
1006,-36.084446246213986
1007,25.821120935612726
1008,1.9127003134665301
1009,-29.849654818551016
1010,14.696899537450804
1011,-304.6288040832196
1012,-164.95907695714766
1013,-53.08678635493146
1014,-27.07814797289393
1015,107.1536581964607
1016,-1.4290868732291528
1017,16.765861378848058
1018,-30.947632792863942
1019,46.9942169650721
1020,-17.839679005776304
1021,56.66648784224856
1022,28.982182011894565
1023,29.672525758786605
1024,-20.502804889121705
1025,23.197505687442572
1026,99.30539037980861
1027,92.5888046913393
1028,-140.31084777914919
1029,27.915908976669755
1030,-73.07494126499711
1031,67.33083639303084
1032,39.96347535222469
1033,94.40924714448619
1034,40.476702886037685
1035,11.324822163442093
1036,66.4935516252624
1037,136.42707494411457
1038,-9.618111679901972
1039,-94.56679415967346
1040,-0.1001220826520921
1041,44.8490844681678
1042,46.773154821973094
1043,-62.57074691227467
1044,-171.4613974087713
1045,-76.5355639441812
1046,-19.202083493533394
1047,-95.19868857913252
1048,-140.72798124613473
1049,-59.20939330906219
1050,-33.56081277029364
1051,-177.35103927936916
1052,0.09977929107481032
1053,7.850969138683183
1054,-26.46458667128786
1055,-28.6857090235888
1056,44.15810460123282
1057,75.04475548855453
1058,-113.98494176487259
1059,28.100352036194522
1060,-14.916833277793444
1061,7.486438989883652
1062,113.6097890947832
1063,0.10018770098366758
1064,-46.86582977276743
1065,22.55072159307207
1066,53.92900705981981
1067,-65.8813877701979
1068,39.60536097148065
1069,-125.21430193296118
1070,44.402854535326014
1071,32.385649035066194
1072,-42.535827841532864
1073,108.06467783133616
1074,-60.43774965155859
1075,-72.67015192966824
1076,-69.1958239822622
1077,-168.44408713033278
1078,122.20549192599367
1079,-32.65504764725762
1080,3.6726573308550314
1081,33.43685731711821
1082,-127.67453453096118
1083,97.79079993117682
1084,87.98595345661226
1085,62.72084708289833
1086,-116.28367897355974
1087,23.788605223261243
1088,43.047146636887305
1089,-88.56671275495779
1090,72.83181945938338
1091,9.920207718033623
1092,-159.9433621129188
1093,-79.62273659749809
1094,24.237915134591674
1095,-335.3283611974331
1096,159.71666917267606
1097,140.8699374382751
1098,-44.513681069829204
1099,22.2549442729391
1100,-87.88923270486396
1101,-141.22245515295936
1102,-57.977723175885615
1103,76.55078976308965
1104,-18.1462925578993
1105,60.804435246340006
1106,23.19204087097944
1107,-22.953023825526657
1108,27.388921443296567
1109,20.01936960636027
1110,-60.945259353284314
1111,80.17362781962771
1112,-13.18227504628453
1113,132.1560135538631
1114,46.83830017881991
1115,-92.93269292489487
1116,40.78740386537697
1117,-109.82350491998727
1118,-17.19287792584737
1119,-73.18548362868319
1120,-99.52082339594733
1121,200.73285250161103
1122,20.658203628836816
1123,-82.5808364168555
1124,122.32743049680619
1125,-35.13617972322993
1126,-121.60225193747488
1127,62.07776290304855
1128,23.881108138787567
1129,94.42537231629461
1130,35.66236856435762
1131,10.36163999711215
1132,-18.53824882893059
1133,-42.459434450547974
1134,0.48412747401948764
1135,-0.10024854182432819
1136,-3.0756129939817924
1137,-119.37666280566503
1138,39.85927755030389
1139,-137.72460216725108
1140,-62.075010794907826
1141,26.054585546708665
1142,7.881034787163685
1143,1.5963969692338082
1144,13.156821722624386
1145,167.13972799080636
1146,-15.820989214234828
1147,59.881588427880956
1148,-10.237810984909345
1149,90.97858790034422
1150,93.56513754366927
1151,62.73250111573475
1152,19.370162751842486
1153,-9.096536521649853
1154,-2.0392154956535364
1155,-13.123748931606144
1156,39.01439345058492
1157,30.27563100278519
1158,71.42867305733648
1159,-31.25636112147714
1160,-55.46330487606872
1161,-123.90616630447971
1162,290.7707103209103
1163,-12.882638366404024
1164,54.72148597960097
1165,-0.9521663931915327
1166,-11.588831996990564
1167,175.8488655068503
1168,-294.0309743547074
1169,17.706538680978156
1170,39.39575562260205
1171,55.10361426405785
1172,-7.237150610299295
1173,-77.230093958868
1174,39.80155558075518
1175,-8.667469087777647
1176,97.47806231266998
1177,-36.39244913385369
1178,3.684356863532969
1179,-93.23668489958982
1180,38.7780617759056
1181,77.05894259280694
1182,180.24954940048872
1183,-7.690922465347512
1184,104.63398388593419
1185,-65.56134155565564
1186,-23.15280575490226
1187,121.61676803925786
1188,104.05096769046884
1189,-108.50923678388995
1190,-6.46635825042398
1191,-39.05879134226092
1192,-342.08294090298347
1193,-38.47488165270556
1194,28.472935806006774
1195,114.495600654172
1196,55.109820697104624
1197,-12.967127844412516
1198,11.810500242665796
1199,-508.1401441947429
1200,17.05764849033801
1201,-3.3484039896598006
1202,-44.73383428650965
1203,8.757483057462593
1204,-78.95013025840808
1205,97.70863040501354
1206,-147.15298815592143
1207,-29.26175318525719
1208,-175.2784904184913
1209,48.07776239512464
1210,-47.790154614729545
1211,3.0625195514309667
1212,-45.937014129613885
1213,10.524410820747107
1214,114.57017376662566
1215,-79.81853978529432
1216,-20.34490799019443
1217,37.915480851739176
1218,75.04900259164538
1219,-48.9221826555945
1220,-135.81779981735252
1221,29.162377384630986
1222,98.06761155480649
1223,109.99544198411559
1224,49.04592201269685
1225,54.18722476309739
1226,46.81077176221396
1227,58.69200452603161
1228,35.88003826748087
1229,116.37705515003518
1230,-64.12876963235226
1231,114.74318428761399
1232,-99.08666990349184
1233,-73.82062832199927
1234,52.37064538967968
1235,13.06474691103972
1236,-131.0961339933084
1237,60.98699780144631
1238,-40.627877665799815
1239,89.098681727584
1240,77.79163948138529
1241,-19.960618299124235
1242,-115.7685215949736
1243,39.7509124929029
1244,142.5067768420289
1245,-149.4755891792529
1246,24.099729543294302
1247,84.79936774084092
1248,19.3775728731232
1249,-7.020976403050838
1250,-110.15294566179017
1251,126.77425291566254
1252,7.123886027701133
1253,-79.90011280850399
1254,34.77929698590299
1255,-268.47325642391917
1256,-52.12719232356824
1257,-76.37633567282506
1258,97.64433282438455
1259,-186.61202749699248
1260,-328.89004159886554
1261,19.055930978481683
1262,28.546026109659806
1263,-12.958246059403677
1264,45.72342858773658
1265,280.680104669515
1266,-76.18234580765079
1267,42.130502458122635
1268,-20.119797226270123
1269,-29.261366365164463
1270,-25.54628685410478
1271,-45.66214988192354
1272,39.000107459302114
1273,-36.908911209367886
1274,56.81373737690171
1275,271.63048837417017
1276,111.77385842701852
1277,77.75473603835167
1278,-20.682640332361302
1279,23.898826372934366
1280,71.98952865837896
1281,32.34407348172169
1282,-22.358476288463294
1283,45.4705332377448
1284,71.94252922535287
1285,336.39955064647313
1286,22.488017650207894
1287,-85.69402034861349
1288,-80.63782029934748
1289,3.3363506580432727
1290,44.454138233662206
1291,120.25014967017216
1292,-7.197841717576011
1293,114.71795108056881
1294,-11.98657630232782
1295,103.72633783493723
1296,-96.41097676870947
