,gesamtmiete,pred,diff
77,550.0,509.4294318643364,40.57056813566362
78,620.0,602.5441960880546,17.455803911945395
79,680.0,602.769906041132,77.230093958868
80,385.0,552.42100070733,167.42100070733
81,780.0,743.0720387720062,36.92796122799382
82,390.0,394.64814225594654,4.648142255946539
83,550.0,600.9045819121592,50.90458191215919
84,382.0,384.36592812483434,2.3659281248343405
85,550.0,580.4657340930981,30.46573409309815
86,500.0,491.9825522333259,8.017447766674081
87,470.0,562.1278300090748,92.12783000907484
88,660.0,483.273533775997,176.726466224003
89,392.0,483.61724606162335,91.61724606162335
90,610.0,561.3584199749646,48.64158002503541
91,440.0,392.9007044278447,47.09929557215531
92,460.0,581.0665892885423,121.06658928854233
93,550.0,485.3340952831215,64.66590471687852
94,380.0,437.4209274548486,57.420927454848595
95,698.0,557.8373730736514,140.1626269263486
96,465.0,431.60138944857187,33.398610551428135
97,585.0,616.1108227800737,31.110822780073704
98,550.0,444.26560955628133,105.73439044371867
99,500.0,535.887788232102,35.887788232102025
100,570.0,393.9783278791683,176.02167212083168
101,525.0,455.31345433892056,69.68654566107944
102,570.0,515.0280644952924,54.97193550470763
103,355.0,511.61710808296203,156.61710808296203
104,527.0,492.80343599153474,34.19656400846526
105,550.0,477.00547206183705,72.99452793816295
106,420.0,518.7267930317108,98.72679303171083
107,550.0,598.1626375410344,48.16263754103443
108,750.0,671.0417389648666,78.95826103513343
109,330.0,627.1298764912356,297.12987649123556
110,315.0,566.4111080247808,251.4111080247808
111,540.0,579.4409746642111,39.440974664211126
112,415.0,593.4927433264705,178.49274332647053
113,282.0,295.7328560010805,13.732856001080506
114,450.0,377.2264895152639,72.77351048473611
115,450.0,499.1315443153508,49.13154431535082
116,710.0,655.660985630502,54.339014369498045
117,590.0,557.5846387008132,32.41536129918677
118,510.0,576.296171852757,66.29617185275697
119,650.0,684.2411090909447,34.24110909094475
120,600.0,491.5312726682693,108.46872733173069
121,520.0,521.3626885752115,1.3626885752114504
122,280.0,475.2991930657329,195.29919306573288
123,559.0,660.8009063786544,101.80090637865442
124,480.0,429.9583745012744,50.04162549872558
125,500.0,466.4631517607214,33.536848239278584
126,630.0,491.60109052107043,138.39890947892957
127,475.0,500.4880596440221,25.488059644022087
128,510.0,510.0997792910748,0.09977929107481032
129,426.0,461.8247210463498,35.824721046349794
130,692.0,538.8411519298897,153.15884807011025
131,550.0,529.1557430532744,20.844256946725636
132,500.0,508.6597289280162,8.659728928016193
133,520.0,549.3210459151741,29.321045915174068
134,500.0,496.1071510682088,3.8928489317912067
135,550.0,635.3642246374328,85.36422463743281
136,720.0,633.8869653055474,86.11303469445261
137,517.0,445.3087789039967,71.69122109600329
138,549.0,566.9587181676428,17.958718167642814
139,470.0,437.24064827447,32.759351725529996
140,750.0,651.5522451888936,98.44775481110639
141,615.0,541.4134685947422,73.5865314052578
142,400.0,441.8959073596926,41.895907359692615
143,380.0,399.64059293949265,19.64059293949265
144,480.0,416.1744336043849,63.82556639561511
145,485.0,571.9087977954952,86.90879779549516
146,430.0,411.6201977052352,18.379802294764772
147,424.0,467.9492005708831,43.94920057088308
148,535.0,534.8997290339524,0.10027096604756025
149,410.0,449.59800640798386,39.59800640798386
150,420.0,498.1462469413873,78.14624694138729
151,595.0,469.6079486116461,125.39205138835388
152,500.0,466.50568093429405,33.49431906570595
153,418.0,444.91368500681125,26.91368500681125
154,360.0,361.32658278955967,1.3265827895596658
155,445.0,369.36547858176266,75.63452141823734
156,400.0,453.248558807318,53.24855880731798
157,620.0,405.13990134121764,214.86009865878236
158,280.0,363.50870771063774,83.50870771063774
159,500.0,497.13234397368444,2.867656026315558
160,430.0,424.1856948859321,5.814305114067906
161,450.0,490.72893059440935,40.72893059440935
162,550.0,603.631238797697,53.63123879769705
163,235.0,275.09127804105617,40.09127804105617
164,640.0,652.1117007541299,12.111700754129856
165,650.0,459.0860730989162,190.9139269010838
166,750.0,559.1909932411556,190.80900675884436
167,500.0,530.5243254439719,30.52432544397186
168,590.0,589.899731932154,0.10026806784594555
169,600.0,437.18851449936574,162.81148550063426
170,500.0,542.1441332288936,42.144133228893566
171,700.0,617.6154273623006,82.38457263769942
172,500.0,520.1619967366366,20.161996736636638
173,600.0,533.5762798913611,66.42372010863892
174,440.0,495.5780545980523,55.57805459805229
175,400.0,385.30348370227983,14.696516297720166
176,450.0,503.0132138122761,53.01321381227609
177,642.0,456.3810479695313,185.61895203046868
178,250.0,290.5162712841785,40.516271284178515
179,495.0,513.6684625034227,18.66846250342269
180,550.0,658.9786452277721,108.97864522777206
181,510.0,518.9183666787904,8.918366678790449
182,790.0,550.0999561209793,239.9000438790207
183,540.0,517.5378493662326,22.46215063376735
184,352.0,378.3552349187979,26.35523491879792
185,550.0,602.6265406599898,52.626540659989814
186,360.0,447.83232344689225,87.83232344689225
187,420.0,474.22129279742745,54.22129279742745
188,380.0,388.3821307667447,8.382130766744694
189,710.0,635.4688484365196,74.53115156348042
190,500.0,441.1434118307014,58.85658816929862
191,450.0,487.7578673944201,37.75786739442009
192,350.0,451.35275570634354,101.35275570634354
193,478.0,436.6721639593797,41.3278360406203
194,510.0,510.0997792910748,0.09977929107481032
195,580.0,546.7505698931255,33.249430106874456
196,385.0,434.05975700870584,49.059757008705844
197,450.0,476.00079397644686,26.000793976446857
198,555.0,560.3723885090039,5.37238850900394
199,560.0,540.0998145712687,19.900185428731334
200,600.0,511.442894592438,88.557105407562
201,425.0,541.4408333791512,116.44083337915117
202,380.0,476.94767808627364,96.94767808627364
203,540.0,465.67965498415253,74.32034501584747
204,250.0,332.4260147771158,82.42601477711582
205,429.0,460.8704708987979,31.87047089879792
206,375.0,397.8707936774451,22.87079367744508
207,550.0,524.1452203503954,25.854779649604552
208,350.0,491.44964021714776,141.44964021714776
209,750.0,590.1388722814679,159.8611277185321
210,507.0,548.4119770865202,41.41197708652021
211,240.0,338.48265386453,98.48265386453
212,500.0,608.0264612879319,108.02646128793185
213,375.0,477.80125521760164,102.80125521760164
214,390.0,592.6612762598343,202.66127625983427
215,570.0,574.1610159703005,4.161015970300468
216,405.0,436.87694814155026,31.87694814155026
217,625.0,510.4928031494839,114.5071968505161
218,580.0,580.1001064766665,0.10010647666649675
219,715.0,546.5348756939372,168.46512430606276
220,374.0,457.35099569818016,83.35099569818016
221,500.0,488.41325573129234,11.586744268707662
222,598.0,410.91069160578763,187.08930839421237
223,450.0,515.3219995235975,65.32199952359747
224,350.0,416.0799256957337,66.07992569573372
225,547.0,539.4102284434772,7.589771556522805
226,450.0,536.7452252740441,86.74522527404406
227,470.0,515.4046549932256,45.40465499322556
228,395.0,450.5693315202482,55.56933152024823
229,400.0,517.6196233930393,117.61962339303932
230,550.0,494.43360097593904,55.566399024060956
231,430.0,390.4351413079524,39.56485869204761
232,390.0,435.0844735857592,45.08447358575921
233,530.0,498.6005237131762,31.399476286823813
234,300.0,484.0559310938012,184.05593109380118
235,450.0,268.7725405417086,181.22745945829138
236,400.0,438.7593744700363,38.75937447003628
237,450.0,457.6089335094781,7.608933509478106
238,530.0,529.9003226763238,0.09967732367624649
239,634.0,619.9593903147558,14.040609685244249
240,575.0,562.5125900456756,12.487409954324448
241,450.0,490.6338488596797,40.63384885967969
242,590.0,482.4217401963368,107.57825980366317
243,450.0,461.42197270765325,11.421972707653254
244,500.0,508.22285129777765,8.222851297777652
245,520.0,499.11431444153845,20.885685558461546
246,385.0,336.17134846015523,48.82865153984477
247,413.0,498.227397357819,85.22739735781897
248,400.0,438.7593744700363,38.75937447003628
249,735.0,633.3229478476354,101.67705215236458
250,550.0,548.6854086197251,1.3145913802749192
251,360.0,524.704669121877,164.70466912187703
252,600.0,528.5606502234546,71.43934977654544
253,300.0,405.2699034546377,105.2699034546377
254,400.0,501.79011968893195,101.79011968893195
255,480.0,456.8003186439807,23.199681356019312
256,624.0,557.4082963649323,66.59170363506769
257,493.0,383.25763178343345,109.74236821656655
258,640.0,492.69414424262794,147.30585575737206
259,630.0,560.2627847750407,69.7372152249593
260,415.0,401.5670747083171,13.43292529168292
261,430.0,465.9486520550324,35.948652055032426
262,555.0,486.6288228213465,68.37117717865351
263,525.0,497.84749772445844,27.152502275541565
264,470.0,479.4775361488311,9.47753614883112
265,650.0,489.1577257472744,160.8422742527256
266,600.0,512.0473819465844,87.95261805341556
267,470.0,519.81274743751,49.812747437509984
268,580.0,623.8763138915384,43.876313891538416
269,410.0,339.797832063935,70.202167936065
270,650.0,617.1117989157927,32.88820108420725
271,420.0,449.41624222384877,29.41624222384877
272,605.0,484.7223762091938,120.27762379080622
273,420.0,422.46385750342023,2.463857503420229
274,569.0,548.5869111213121,20.41308887868786
275,440.0,386.1803044584191,53.81969554158093
276,324.0,387.7692377412408,63.76923774124077
277,370.0,482.97515238454895,112.97515238454895
278,530.0,502.0118081643558,27.988191835644216
279,520.0,640.8997686011564,120.89976860115644
280,450.0,299.5521956217169,150.44780437828308
281,550.0,439.2715333280104,110.72846667198962
282,550.0,505.9813952200465,44.01860477995348
283,550.0,545.7316783169151,4.268321683084878
284,420.0,516.680216138767,96.68021613876704
285,750.0,611.0959509295858,138.9040490704142
286,525.0,475.56213409911254,49.43786590088746
287,660.0,630.1586299150729,29.84137008492712
288,580.0,600.017071340546,20.017071340545954
289,600.0,531.7573942863737,68.24260571362629
290,550.0,513.1942285236593,36.80577147634074
291,700.0,552.3650489309236,147.63495106907635
292,550.0,522.8829510550593,27.117048944940734
293,425.0,424.89959708260477,0.100402917395229
294,515.0,546.7646324621464,31.764632462146437
295,516.0,451.5864031666733,64.41359683332672
296,600.0,526.2113860229673,73.7886139770327
297,600.0,626.6821655420403,26.682165542040252
298,600.0,499.41670903583184,100.58329096416816
299,510.0,469.56924342278194,40.43075657721806
300,423.0,416.8099517468105,6.190048253189502
301,500.0,481.5777480812908,18.422251918709208
302,450.0,477.25667720739443,27.256677207394432
303,550.0,623.301094892116,73.301094892116
304,475.0,378.4185493938288,96.58145060617119
305,385.0,462.86314807547274,77.86314807547274
306,480.0,512.0403411995286,32.0403411995286
307,650.0,546.3139297050622,103.68607029493785
308,390.0,473.8243052927061,83.82430529270607
309,420.0,405.60203930688766,14.397960693112339
310,700.0,494.43493205366354,205.56506794633646
311,288.0,378.5310948233816,90.53109482338158
312,370.0,410.14912107710575,40.14912107710575
313,463.0,495.4729642826458,32.47296428264582
314,549.0,547.3252338860605,1.6747661139395404
315,590.0,589.899731932154,0.10026806784594555
316,471.0,496.76999931093974,25.76999931093974
317,800.0,577.4923589119718,222.5076410880282
318,400.0,431.17001277349965,31.17001277349965
319,555.0,423.49286021432295,131.50713978567705
320,480.0,558.1801425899789,78.18014258997891
321,550.0,546.3095666950934,3.6904333049066054
322,520.0,474.12198678204953,45.87801321795047
323,567.0,520.746760578377,46.25323942162299
324,400.0,436.32253765381597,36.32253765381597
325,605.0,450.99320086447915,154.00679913552085
326,500.0,486.91675175735344,13.083248242646562
327,615.0,504.4350944461553,110.56490555384471
328,800.0,540.9725644099688,259.02743559003125
329,430.0,344.3048318540538,85.69516814594618
330,600.0,589.0385329361409,10.961467063859118
331,500.0,441.9173980538801,58.082601946119894
332,450.0,517.4377141640995,67.43771416409948
333,356.0,467.9630611668415,111.9630611668415
334,580.0,534.975611844517,45.02438815548305
335,600.0,460.3949495963773,139.60505040362273
336,500.0,500.1003822238881,0.10038222388811846
337,590.0,476.49474448278,113.50525551722001
338,345.0,364.0986043531305,19.098604353130497
339,400.0,569.688499766459,169.68849976645902
340,510.0,506.1637319492022,3.8362680507977984
341,470.0,457.42978133490413,12.570218665095865
342,650.0,511.2949652215749,138.7050347784251
343,370.0,439.09221535417146,69.09221535417146
344,450.0,475.7536517897322,25.753651789732203
345,620.0,453.86925659075456,166.13074340924544
346,450.0,418.3099216324408,31.69007836755918
347,450.0,446.7954070717272,3.2045929282728025
348,460.0,523.625396490343,63.62539649034295
349,380.0,416.5341762501571,36.53417625015709
350,420.0,384.87085305252486,35.129146947475135
351,480.0,494.0811009969915,14.081100996991495
352,379.0,401.24586362841796,22.245863628417965
353,425.0,366.36118171074736,58.63881828925264
354,360.0,362.373301983824,2.3733019838239784
355,260.0,353.14400036077154,93.14400036077154
356,600.0,576.0954322946685,23.904567705331488
357,750.0,532.664561392585,217.33543860741497
358,520.0,518.7378595555299,1.2621404444701056
359,390.0,403.8138568263862,13.8138568263862
360,490.0,537.3816456182602,47.38164561826022
361,697.0,557.8920848430874,139.10791515691255
362,390.0,318.32403311646874,71.67596688353126
363,395.0,486.3297417497898,91.32974174978978
364,410.0,518.698876283675,108.69887628367496
365,570.0,461.0991914218614,108.9008085781386
366,530.0,557.4294595340608,27.42945953406081
367,470.0,463.7785177052598,6.221482294740213
368,650.0,623.6859700321841,26.31402996781594
369,390.0,435.9718120450879,45.971812045087916
370,890.0,780.0999476092654,109.90005239073457
371,780.0,725.8002293928084,54.19977060719157
372,400.0,420.6967826324278,20.696782632427812
373,565.0,539.5679911593625,25.432008840637536
374,420.0,482.0408811183134,62.04088111831339
375,311.0,430.617000380622,119.61700038062202
376,788.0,625.0398086459186,162.96019135408142
377,710.0,640.7137052245633,69.28629477543666
378,500.0,566.2853748305283,66.28537483052833
379,450.0,523.1608545517761,73.16085455177608
380,540.0,553.7205552220169,13.720555222016856
381,200.0,324.5539154166362,124.55391541663619
382,424.0,419.5934863567146,4.406513643285393
383,575.0,575.0999805415846,0.099980541584614
384,280.0,341.29222931550373,61.29222931550373
385,530.0,513.5465099725515,16.453490027448538
386,490.0,492.89087044687255,2.8908704468725546
387,850.0,612.4121579901795,237.58784200982052
388,500.0,413.38579366391275,86.61420633608725
389,380.0,431.8025280893747,51.802528089374675
390,400.0,472.60527727454115,72.60527727454115
391,830.0,704.4928298937359,125.50717010626408
392,390.0,537.9772030810818,147.97720308108183
393,670.0,616.6023249673242,53.39767503267581
394,850.0,580.6436662749754,269.35633372502457
395,560.0,590.4834989238263,30.483498923826346
396,435.0,465.2841072377175,30.28410723771748
397,380.0,410.7205421572143,30.72054215721431
398,475.0,370.9175085565059,104.08249144349412
399,650.0,537.6176214717395,112.38237852826046
400,400.0,335.35276541989447,64.64723458010553
401,500.0,494.0898304362011,5.910169563798888
402,400.0,443.85173995631334,43.85173995631334
403,360.0,470.8395926861304,110.8395926861304
404,350.0,368.83233277560333,18.832332775603334
405,750.0,506.7912664363436,243.20873356365638
406,320.0,596.3330772888924,276.33307728889235
407,480.0,389.6622662171019,90.33773378289811
408,550.0,545.2430953689695,4.756904631030466
409,315.0,316.2647149953636,1.2647149953635903
410,425.0,432.59054892601966,7.590548926019665
411,430.0,452.14824511673976,22.14824511673976
412,460.0,539.5702154735559,79.57021547355589
413,432.0,459.16669753765257,27.166697537652567
414,250.0,269.69837692800854,19.698376928008543
415,685.0,556.0247927813007,128.97520721869932
416,242.0,357.2045886984829,115.2045886984829
417,629.0,476.9461981880573,152.05380181194272
418,540.0,518.7787164703099,21.22128352969014
419,420.0,504.77193160213653,84.77193160213653
420,470.0,398.6417854804451,71.3582145195549
421,469.0,399.684815554004,69.31518444599601
422,800.0,653.8112023681036,146.18879763189636
423,550.0,513.7823842371183,36.21761576288168
424,1100.0,515.9728135751194,584.0271864248806
425,326.0,397.1104824713344,71.11048247133442
426,500.0,599.3251390780574,99.32513907805742
427,825.0,691.298411252279,133.70158874772096
428,500.0,530.8315828480748,30.831582848074845
429,475.0,434.742334128803,40.25766587119699
430,480.0,439.9000788682954,40.099921131704605
431,550.0,441.24832970460005,108.75167029539995
432,600.0,464.09775451238164,135.90224548761836
433,365.0,480.662407756516,115.66240775651602
434,435.0,456.7211103008591,21.721110300859095
435,430.0,554.382526543393,124.38252654339306
436,320.0,443.16662202991347,123.16662202991347
437,620.0,602.5441960880546,17.455803911945395
438,475.0,314.74067257870973,160.25932742129027
439,658.0,639.567904939877,18.432095060122947
440,430.0,380.0889730065338,49.91102699346618
441,480.0,486.81078768175394,6.810787681753936
442,395.0,413.1973496591469,18.19734965914688
443,500.0,525.4403712890401,25.44037128904006
444,470.0,464.8732703825288,5.126729617471199
445,550.0,574.2156211016788,24.215621101678835
446,450.0,574.4654429024321,124.46544290243207
447,680.0,571.9250342752966,108.07496572470336
448,250.0,244.0879088521649,5.912091147835099
449,380.0,453.52234203000035,73.52234203000035
450,370.0,400.60809173290704,30.60809173290704
451,450.0,410.78551866466836,39.21448133533164
452,609.0,384.3139584393485,224.68604156065152
453,560.0,546.6557235923693,13.344276407630673
454,510.0,560.7823163357485,50.78231633574853
455,420.0,361.52216695881566,58.47783304118434
456,650.0,555.7017498727587,94.29825012724132
457,610.0,550.3553057813524,59.6446942186476
458,590.0,488.57584427329874,101.42415572670126
459,422.0,541.0283138029803,119.02831380298028
460,550.0,544.2004405500219,5.799559449978119
461,900.0,894.2270237647593,5.772976235240662
462,700.0,576.8640481779853,123.1359518220147
463,590.0,483.5134842625356,106.4865157374644
464,420.0,485.3138094281901,65.3138094281901
465,323.0,377.07006225276365,54.07006225276365
466,355.0,340.9681564161966,14.03184358380338
467,645.0,651.6723955346249,6.672395534624911
468,450.0,529.0466923664887,79.04669236648874
469,390.0,389.3304158123351,0.6695841876648956
470,500.0,634.107707892592,134.10770789259197
471,390.0,420.7118982284369,30.711898228436894
472,450.0,513.6938700154083,63.693870015408265
473,750.0,676.3141342475968,73.68586575240317
474,449.0,495.6846377453784,46.68463774537838
475,520.0,584.3873037586569,64.38730375865691
476,680.0,648.1518403320954,31.84815966790461
477,680.0,676.6126839959935,3.387316004006493
478,790.0,567.0511564590639,222.94884354093608
479,550.0,513.35275727501,36.64724272498995
480,323.0,320.7693312276673,2.230668772332706
481,290.0,386.4115636425409,96.4115636425409
482,400.0,607.1296432380948,207.1296432380948
483,680.0,540.3879363071118,139.61206369288823
484,900.0,414.0598300693764,485.9401699306236
485,375.0,458.7983720236463,83.79837202364632
486,400.0,326.75147622990164,73.24852377009836
487,515.0,472.1858269689019,42.81417303109811
488,500.0,525.9130499352494,25.913049935249433
489,440.0,384.59643414997146,55.40356585002854
490,480.0,544.8046328163888,64.80463281638879
491,500.0,430.2984497149634,69.7015502850366
492,552.0,524.0781983343362,27.921801665663793
493,400.0,396.9068435874763,3.0931564125236832
494,467.0,404.7582432683684,62.2417567316316
495,647.0,676.6126839959935,29.612683995993507
496,515.0,555.6786158487439,40.6786158487439
497,555.0,526.4326430283813,28.567356971618665
498,650.0,610.1529134108275,39.84708658917248
499,550.0,555.7164468889749,5.716446888974929
500,430.0,430.09968172100383,0.09968172100383299
501,470.0,424.93276509694874,45.06723490305126
502,535.0,577.3782513462951,42.37825134629509
503,400.0,478.0037610882638,78.00376108826379
504,487.0,483.2348559142946,3.7651440857054013
505,590.0,551.992285155691,38.00771484430902
506,550.0,548.0810651463412,1.9189348536588113
507,430.0,530.7736487729285,100.77364877292848
508,620.0,648.6962290597646,28.69622905976462
509,680.0,543.9349768819262,136.06502311807378
510,315.0,318.7202562150817,3.7202562150816902
511,450.0,419.8063163859198,30.193683614080214
512,695.0,663.9524472187048,31.047552781295167
513,440.0,380.79044109303885,59.20955890696115
514,600.0,498.54114861876525,101.45885138123475
515,346.0,480.59298257478105,134.59298257478105
516,650.0,477.5398261782702,172.46017382172982
517,400.0,292.61951785804047,107.38048214195953
518,590.0,589.899731932154,0.10026806784594555
519,500.0,530.7620633673328,30.762063367332757
520,460.0,525.5420231933883,65.54202319338833
521,510.0,481.1979986831701,28.802001316829887
522,566.0,521.5457323191833,44.454267680816656
523,590.0,589.899731932154,0.10026806784594555
524,450.0,557.5034276558939,107.50342765589392
525,320.0,341.0043064850392,21.004306485039194
526,395.0,434.8200274215627,39.82002742156271
527,515.0,454.5386806973965,60.4613193026035
528,595.0,611.2482253852022,16.248225385202204
529,477.0,513.8042809149214,36.80428091492138
530,650.0,582.6064413829513,67.39355861704871
531,799.0,707.7527488026611,91.24725119733887
532,450.0,404.70009482566655,45.299905174333446
533,795.0,659.4942109063984,135.5057890936016
534,400.0,467.6254155232475,67.62541552324751
535,700.0,593.6961535733869,106.30384642661306
536,890.0,736.924201638644,153.07579836135596
537,450.0,456.89207676960297,6.892076769602966
538,408.0,447.06069522370206,39.060695223702055
539,500.0,450.04651403385435,49.95348596614565
540,436.0,438.1124737132549,2.1124737132548717
541,532.0,412.8165267899026,119.18347321009742
542,570.0,544.2010327622729,25.798967237727084
543,428.0,466.1678661897984,38.16786618979842
544,655.0,523.8623793152574,131.13762068474261
545,550.0,554.4591053736841,4.45910537368411
546,460.0,469.71396464966097,9.713964649660966
547,555.0,495.15881216928057,59.841187830719434
548,370.0,360.20272239488287,9.79727760511713
549,300.0,456.8635046864564,156.8635046864564
550,301.0,315.1090577650207,14.10905776502068
551,550.0,531.7117315797537,18.288268420246254
552,420.0,443.1459061854229,23.145906185422916
553,448.0,494.36159245949636,46.361592459496364
554,350.0,358.3676330512819,8.367633051281928
555,350.0,326.1916577935459,23.808342206454085
556,450.0,527.135988930014,77.13598893001404
557,690.0,699.710426024059,9.710426024058961
558,450.0,501.64361065227297,51.64361065227297
559,328.0,387.31903371903513,59.31903371903513
560,400.0,485.90709891865595,85.90709891865595
561,470.0,440.2054922490283,29.794507750971718
562,600.0,436.7640655688749,163.2359344311251
563,450.0,464.0811643807861,14.081164380786106
564,403.0,365.3827210414758,37.617278958524196
565,585.0,512.5370614798996,72.46293852010035
566,570.0,572.8015314467801,2.8015314467801318
567,510.0,431.38318128597274,78.61681871402726
568,830.0,716.3473682535932,113.65263174640677
569,480.0,441.13717496451324,38.862825035486765
570,530.0,530.0997620289947,0.09976202899474629
571,400.0,446.9385438422023,46.93854384220231
572,550.0,546.2780190311449,3.721980968855064
573,700.0,581.7104125967073,118.28958740329267
574,400.0,529.5956751326095,129.59567513260947
575,690.0,623.2141502532191,66.78584974678085
576,300.0,543.2058237244823,243.20582372448234
577,480.0,479.80799347604136,0.19200652395863926
578,698.0,684.6296031029007,13.37039689709934
579,370.0,391.8699806378081,21.869980637808112
580,740.0,668.225770456773,71.77422954322697
581,833.0,579.5542750738571,253.44572492614293
582,380.0,396.20640092707947,16.20640092707947
583,560.0,499.94842465652187,60.051575343478135
584,520.0,520.4748612700084,0.47486127000843226
585,432.0,518.1101101035306,86.11011010353059
586,540.0,556.8372796399833,16.837279639983308
587,433.0,451.92429262150966,18.924292621509665
588,330.0,440.3739738663598,110.37397386635979
589,435.0,379.6155545173443,55.38444548265568
590,663.0,663.09976128686,0.09976128686002994
591,500.0,504.9856867510033,4.9856867510033
592,400.0,518.1895609864962,118.18956098649619
593,517.0,460.03777850270467,56.96222149729533
594,410.0,419.8995699658649,9.899569965864885
595,557.0,545.6876957545797,11.31230424542025
596,590.0,575.9110335726701,14.088966427329865
597,400.0,452.6927624967174,52.69276249671742
598,430.0,511.59366783521256,81.59366783521256
599,400.0,543.2481665685843,143.24816656858434
600,530.0,615.4449742347471,85.44497423474706
601,500.0,429.3855112645859,70.61448873541411
602,775.0,590.0722529735218,184.9277470264782
603,360.0,348.49177737963987,11.50822262036013
604,537.0,363.2818298859116,173.71817011408842
605,400.0,490.1179735204637,90.11797352046369
606,465.0,521.3182884095164,56.31828840951641
607,540.0,434.6787356931347,105.32126430686532
608,650.0,592.3292127924077,57.6707872075923
609,527.0,475.96882877617134,51.031171223828665
610,420.0,458.2023649441003,38.20236494410028
611,500.0,376.5045270457184,123.49547295428158
612,590.0,546.7872741853304,43.212725814669625
613,515.0,534.5933049742184,19.593304974218427
614,520.0,454.11910059991493,65.88089940008507
615,600.0,526.4082518297264,73.5917481702736
616,300.0,245.85228967162564,54.14771032837436
617,500.0,427.66257651042497,72.33742348957503
618,421.0,425.8875509644962,4.887550964496199
619,600.0,514.753770207345,85.24622979265496
620,399.0,498.4291830301225,99.42918303012249
621,465.0,433.1354964249802,31.864503575019796
622,350.0,401.6510755209963,51.6510755209963
623,450.0,311.8122586444723,138.1877413555277
624,450.0,478.12366675707284,28.12366675707284
625,577.0,557.8280909823841,19.171909017615917
626,420.0,435.0052819789274,15.005281978927428
627,730.0,773.1080443021015,43.10804430210146
628,460.0,403.911347312597,56.088652687403
629,385.0,489.8844389122484,104.88443891224841
630,280.0,414.804860959841,134.804860959841
631,590.0,518.2883891438902,71.71161085610981
632,680.0,632.7136693955379,47.28633060446214
633,223.0,351.22893082117054,128.22893082117054
634,480.0,400.97686088285116,79.02313911714884
